transaction_id,amount,hour_of_day,merchant_category,location_is_new,device_is_new,transactions_last_hour,is_fraud
1874,3673.97,18,online,0,0,1,0
1875,2639.53,14,jewelry,1,0,2,0
1876,1562.81,4,jewelry,0,0,0,0
1877,1784.89,10,jewelry,0,0,1,0
1878,1420.02,21,grocery,0,0,0,0
1879,706.36,17,jewelry,0,0,0,0
1880,1664.92,2,jewelry,0,0,0,0
1881,2335.19,5,online,0,0,2,0
1882,4132.23,2,electronics,0,0,3,0
1883,2022.8,4,electronics,0,0,0,0
1884,2863.6,8,travel,0,0,0,0
1885,348.88,18,travel,1,0,0,0
1886,1238.15,12,atm,0,1,1,0
1887,18.75,5,online,0,0,0,0
1888,566.53,10,travel,0,0,1,0
1889,2592.63,20,travel,0,0,0,0
1890,9609.67,20,online,0,0,0,0
1891,208.9,13,electronics,0,0,2,0
1892,1026.64,5,atm,1,0,2,0
1893,3219.59,5,atm,1,0,0,0
1894,456.4,16,atm,0,0,4,0
1895,1619.74,10,travel,0,0,1,0
1896,2641.55,14,electronics,0,0,0,0
1897,1914.15,8,atm,0,0,0,0
1898,416.57,20,online,0,0,1,0
1899,878.2,16,atm,0,0,1,0
1900,3063.03,23,grocery,0,0,1,0
1901,1615.89,6,electronics,0,0,2,0
1902,10.49,6,grocery,0,0,1,0
1903,2862.51,20,electronics,0,0,0,0
1904,71.9,0,jewelry,0,0,1,0
1905,2738.75,7,online,0,0,1,0
1906,452.5,4,jewelry,0,0,0,0
1907,6343.67,18,travel,1,0,2,0
1908,917.54,7,travel,1,0,4,1
1909,791.82,16,jewelry,0,0,2,0
1910,322.42,18,electronics,0,0,0,0
1911,729.43,11,atm,0,0,0,0
1912,4185.47,22,grocery,0,0,1,0
1913,11217.49,14,online,0,0,0,0
1914,918.71,3,atm,0,0,2,0
1915,1190.63,22,travel,0,0,0,0
1916,2560.78,11,atm,0,0,0,0
1917,4346.55,12,jewelry,0,0,0,0
1918,1798.1,13,jewelry,0,1,2,0
1919,993.6,4,grocery,0,0,0,0
1920,1064.17,21,travel,0,0,1,0
1921,2378.94,15,electronics,0,0,0,0
1922,6.45,6,online,0,0,1,0
1923,1933.01,14,jewelry,0,0,1,0
1924,878.54,12,online,0,0,0,0
1925,3161.67,15,travel,0,0,1,0
1926,195.21,11,electronics,0,0,0,0
1927,1774.45,6,jewelry,0,0,1,0
1928,1311.6,15,grocery,0,0,3,0
1929,2056.26,22,online,0,0,1,0
1930,134.1,22,travel,0,0,0,0
1931,1734.92,12,online,0,0,0,0
1932,1648.72,22,electronics,0,1,1,0
1933,1644.96,2,grocery,0,0,1,0
1934,1850.1,14,electronics,0,0,1,0
1935,2256.91,2,jewelry,0,0,1,0
1936,3269.4,6,atm,0,0,1,0
1937,628.93,17,electronics,1,0,2,0
1938,3486.5,13,electronics,1,0,0,0
1939,1379.33,17,online,0,1,1,0
1940,160.38,18,electronics,0,0,1,0
1941,120.67,13,travel,0,0,1,0
1942,813.65,19,jewelry,1,0,1,0
1943,3073.28,5,online,0,1,1,1
1944,2459.82,7,online,0,0,1,0
1945,3108.15,6,atm,0,0,1,0
1946,1456.59,19,jewelry,0,0,0,0
1947,1160.35,17,travel,0,0,2,0
1948,319.05,17,jewelry,0,0,0,0
1949,795.57,14,electronics,0,0,1,0
1950,1138.39,19,atm,0,0,1,0
1951,185.55,21,travel,1,0,0,0
1952,498.49,18,atm,0,0,0,0
1953,1823.73,21,jewelry,0,0,2,0
1954,2661.06,20,grocery,0,0,1,0
1955,12810.95,20,jewelry,0,0,3,0
1956,5409.51,1,electronics,0,0,1,0
1957,2057.6,7,atm,0,0,1,0
1958,1093.76,20,grocery,1,0,2,0
1959,2022.18,10,electronics,0,0,0,0
1960,3080.31,17,atm,0,0,0,0
1961,251.89,22,atm,0,0,3,0
1962,1054.94,12,jewelry,0,0,1,0
1963,3662.69,8,atm,0,0,0,0
1964,968.47,8,atm,0,0,1,0
1965,1696.67,16,online,0,0,3,0
1966,1772.34,6,atm,0,0,2,0
1967,407.85,8,jewelry,0,0,0,0
1968,899.57,21,online,1,0,2,0
1969,814.47,0,online,0,0,0,0
1970,53.09,1,grocery,0,0,1,0
1971,48.98,3,electronics,0,0,0,0
1972,3563.98,13,online,1,0,0,0
1973,637.85,3,travel,0,0,1,0
1974,1459.95,1,online,0,0,0,0
1975,709.71,7,travel,0,0,0,0
1976,5649.59,17,grocery,0,0,3,0
1977,600.31,18,travel,0,1,1,0
1978,1123.03,13,grocery,0,0,1,0
1979,4122.89,19,grocery,0,0,1,0
1980,3689.48,9,grocery,0,0,2,0
1981,411.84,16,travel,0,0,2,0
1982,3245.49,7,travel,0,0,1,0
1983,1225.67,13,grocery,0,1,0,0
1984,1319.3,20,grocery,0,0,0,0
1985,286.54,22,electronics,0,0,0,0
1986,168.07,7,grocery,0,0,2,0
1987,2603.46,4,atm,0,0,0,0
1988,1372.19,15,electronics,0,0,1,0
1989,1148.42,7,electronics,0,0,1,0
1990,2615.03,9,electronics,0,0,1,0
1991,2900.71,7,atm,0,0,0,0
1992,346.11,8,electronics,1,0,1,0
1993,1884.37,17,electronics,0,0,1,0
1994,290.87,2,travel,0,1,1,0
1995,2783.62,16,jewelry,0,1,3,0
1996,2139.79,19,travel,0,0,2,0
1997,6275.27,14,grocery,0,0,0,0
1998,142.9,20,grocery,0,0,2,0
1999,117.49,16,online,0,0,2,0
2000,663.09,7,jewelry,0,1,0,0
2001,606.83,1,atm,0,0,1,0
2002,567.32,16,travel,0,0,2,0
2003,4734.34,17,grocery,0,0,0,0
2004,574.15,4,atm,0,0,0,0
2005,634.77,8,electronics,0,0,1,0
2006,2849.22,8,atm,0,0,1,0
2007,1194.73,1,travel,0,0,3,0
2008,2998.57,1,jewelry,0,0,1,0
2009,135.2,18,online,0,0,3,0
2010,1337.19,22,travel,0,0,0,0
2011,68.38,2,jewelry,0,1,1,1
2012,129.4,16,grocery,0,0,0,0
2013,4738.25,13,grocery,0,1,2,0
2014,299.89,13,atm,0,1,0,0
2015,1520.37,13,travel,0,0,1,0
2016,1058.98,5,grocery,0,0,1,0
2017,853.41,2,electronics,0,0,1,0
2018,4601.84,0,electronics,0,0,3,0
2019,44.13,15,online,1,0,3,0
2020,2180.04,3,atm,0,1,2,0
2021,6615.11,0,grocery,0,0,3,0
2022,1642.73,16,online,0,0,0,0
2023,5523.61,17,electronics,0,1,1,0
2024,107.35,7,online,1,0,0,0
2025,1085.3,1,online,0,0,1,0
2026,602.64,17,grocery,0,0,3,0
2027,2624.76,15,grocery,0,0,1,0
2028,7958.15,9,grocery,0,0,2,0
2029,592.85,7,atm,0,0,3,0
2030,2123.64,11,online,1,0,3,0
2031,441.54,21,online,0,0,1,0
2032,1666.34,15,atm,0,0,0,0
2033,1246.99,11,electronics,0,0,3,0
2034,7151.48,10,travel,0,0,2,0
2035,1875.68,19,electronics,0,0,0,0
2036,860.05,18,atm,0,0,0,0
2037,242.29,0,online,0,0,1,0
2038,327.97,2,online,0,0,0,0
2039,510.6,11,grocery,0,0,2,0
2040,577.94,8,grocery,0,1,0,0
2041,3802.47,20,online,0,0,1,0
2042,1647.53,21,online,0,0,0,0
2043,1482.12,4,jewelry,0,0,0,0
2044,243.81,0,grocery,0,0,5,0
2045,3934.22,9,grocery,0,0,1,0
2046,2566.14,16,electronics,0,0,1,0
2047,140.13,3,online,0,0,0,0
2048,2460.87,14,online,0,0,1,0
2049,1568.5,18,atm,0,0,0,0
2050,170.52,7,electronics,1,0,1,0
2051,1226.09,22,travel,0,0,0,0
2052,1326.0,14,travel,0,0,0,0
2053,362.5,6,travel,0,0,1,0
2054,5826.39,14,jewelry,0,0,1,0
2055,3793.91,7,grocery,0,0,0,0
2056,2211.41,22,travel,1,0,3,0
2057,1240.89,9,atm,0,0,0,0
2058,1061.26,17,grocery,0,1,1,0
2059,2105.21,3,grocery,0,0,2,0
2060,1576.81,14,travel,0,0,1,0
2061,128.59,10,grocery,0,0,0,0
2062,1436.94,21,electronics,0,0,2,0
2063,3283.96,2,electronics,0,0,1,0
2064,1229.56,14,travel,0,0,1,0
2065,106.71,2,atm,0,0,4,0
2066,3086.16,14,grocery,0,0,0,0
2067,449.7,5,online,0,0,2,0
2068,598.49,0,travel,1,0,2,0
2069,359.94,13,jewelry,0,0,2,0
2070,801.6,15,grocery,0,0,0,0
2071,2827.34,0,travel,0,0,0,0
2072,1465.38,20,travel,0,0,2,0
2073,458.53,16,atm,0,0,1,0
2074,4204.68,7,online,0,1,2,0
2075,4233.57,17,grocery,0,0,2,0
2076,4089.36,15,travel,0,0,1,0
2077,545.71,5,travel,0,0,1,0
2078,1200.19,9,grocery,0,1,1,0
2079,8398.03,9,travel,0,0,2,0
2080,2956.93,4,travel,0,0,1,0
2081,55.09,11,travel,0,0,0,0
2082,134.86,19,electronics,0,0,2,0
2083,1246.99,16,electronics,1,0,1,0
2084,4798.64,13,online,0,0,1,0
2085,1547.42,13,atm,0,0,0,0
2086,1377.56,2,grocery,1,0,3,0
2087,222.92,11,atm,0,0,2,0
2088,2138.77,19,atm,0,0,0,0
2089,3453.1,17,electronics,0,0,2,0
2090,957.43,11,online,0,0,0,0
2091,2988.76,1,atm,0,0,2,0
2092,6675.13,1,atm,1,1,2,1
2093,455.73,16,travel,0,0,1,0
2094,1481.86,9,grocery,1,0,1,0
2095,676.93,17,online,0,1,0,0
2096,3148.67,21,grocery,0,0,1,0
2097,1723.57,18,electronics,0,0,1,0
2098,2013.43,20,atm,1,0,1,0
2099,3198.13,0,atm,0,0,1,0
2100,1008.26,23,jewelry,0,0,1,0
2101,4932.33,3,grocery,0,1,0,0
2102,1522.98,3,electronics,0,0,1,0
2103,343.84,1,jewelry,0,0,1,0
2104,2380.79,18,jewelry,0,0,0,0
2105,3152.6,20,travel,0,0,1,0
2106,761.82,11,jewelry,1,0,0,0
2107,3892.33,9,jewelry,0,1,0,0
2108,4731.97,12,travel,0,1,0,0
2109,648.43,21,atm,0,1,0,0
2110,8211.39,22,atm,1,0,0,1
2111,303.3,19,online,0,0,0,0
2112,451.33,22,jewelry,0,0,1,0
2113,407.23,14,grocery,0,0,2,0
2114,4488.44,2,atm,0,0,0,0
2115,2124.32,22,electronics,1,0,0,0
2116,330.0,19,grocery,1,1,2,1
2117,1160.79,12,online,0,0,1,0
2118,1910.57,7,jewelry,0,0,1,0
2119,174.31,6,travel,0,0,2,0
2120,4281.21,23,online,0,0,2,0
2121,3255.24,7,grocery,0,0,1,0
2122,1407.23,17,travel,0,0,2,0
2123,6830.18,8,electronics,0,0,3,0
2124,1081.75,5,travel,1,1,0,1
2125,8284.17,3,travel,0,0,1,1
2126,2204.76,14,electronics,0,0,0,0
2127,2013.92,4,atm,0,0,1,0
2128,362.94,4,atm,0,0,0,0
2129,4272.92,6,travel,0,0,3,0
2130,1115.45,8,travel,0,0,0,0
2131,354.03,6,online,0,0,2,0
2132,25.38,8,atm,0,0,1,0
2133,1640.85,19,electronics,0,0,1,0
2134,1499.01,9,jewelry,1,0,1,0
2135,2541.32,3,jewelry,0,0,0,0
2136,4419.25,5,travel,1,0,1,0
2137,165.47,23,travel,1,0,1,0
2138,2629.78,13,jewelry,1,0,1,0
2139,415.06,8,online,1,0,2,0
2140,3906.35,0,online,0,0,0,0
2141,3419.22,16,online,1,1,4,0
2142,1556.51,12,grocery,0,0,2,0
2143,2477.42,23,electronics,0,0,3,0
2144,754.78,6,grocery,0,0,0,0
2145,1274.17,8,travel,0,0,1,0
2146,3447.87,10,online,0,0,1,0
2147,1229.65,2,online,0,1,1,0
2148,885.71,11,jewelry,0,0,1,0
2149,1363.28,20,jewelry,0,0,0,0
2150,3523.42,2,online,0,0,1,0
2151,816.56,14,atm,0,0,1,0
2152,381.74,20,jewelry,0,1,0,0
2153,2489.69,9,electronics,0,0,2,0
2154,3497.15,0,grocery,0,0,0,0
2155,212.14,13,electronics,0,1,0,0
2156,548.54,19,jewelry,0,1,0,0
2157,306.24,5,online,0,0,0,0
2158,855.24,1,travel,0,0,2,0
2159,1196.95,22,atm,0,0,3,0
2160,2763.22,7,jewelry,0,0,3,0
2161,2106.21,0,electronics,1,0,0,1
2162,1940.06,3,travel,0,1,2,0
2163,868.89,3,jewelry,0,0,1,0
2164,3683.34,4,online,0,0,0,0
2165,1274.62,19,online,0,0,1,0
2166,7736.48,8,online,1,0,1,0
2167,2011.02,22,online,0,0,2,0
2168,269.96,12,jewelry,0,0,0,0
2169,2255.12,17,atm,0,0,0,0
2170,786.39,16,atm,0,0,3,0
2171,2318.81,0,electronics,0,0,1,0
2172,144.37,21,jewelry,0,0,0,0
2173,384.46,14,online,0,0,0,0
2174,3872.24,1,atm,1,0,0,1
2175,515.42,15,jewelry,0,0,1,0
2176,3628.51,19,travel,0,0,0,0
2177,655.0,21,atm,0,0,0,0
2178,2059.38,4,atm,0,0,4,0
2179,2369.32,21,electronics,0,1,1,0
2180,1437.56,18,atm,0,0,1,0
2181,728.58,4,travel,0,0,1,0
2182,478.15,1,online,0,0,1,0
2183,67.51,6,grocery,0,0,0,0
2184,724.66,2,electronics,0,0,1,0
2185,2117.8,16,travel,0,0,1,0
2186,5571.1,23,electronics,0,0,0,0
2187,4099.06,23,jewelry,0,0,2,0
2188,2905.42,2,online,0,0,2,0
2189,3106.56,12,atm,1,0,0,0
2190,2187.16,6,jewelry,0,0,2,0
2191,602.99,23,atm,0,0,0,0
2192,4754.51,2,travel,0,0,0,0
2193,2221.77,14,online,0,0,0,0
2194,1643.96,17,grocery,1,1,0,0
2195,235.29,9,grocery,0,0,3,0
2196,1185.0,22,atm,0,0,0,0
2197,1233.7,6,jewelry,0,0,0,0
2198,3998.51,8,online,0,0,1,0
2199,1582.17,4,online,0,0,0,0
2200,957.36,19,travel,0,0,0,0
2201,7527.23,7,jewelry,0,0,2,0
2202,234.69,13,grocery,1,0,2,0
2203,1098.26,3,travel,0,0,0,0
2204,85.87,19,electronics,0,0,1,0
2205,2693.41,13,online,0,1,1,0
2206,5003.94,11,grocery,0,0,1,0
2207,657.11,1,travel,0,0,2,0
2208,3908.67,12,atm,0,0,0,0
2209,691.24,0,electronics,1,0,0,0
2210,4833.08,19,travel,0,0,2,0
2211,2804.54,6,atm,0,0,2,0
2212,3268.56,8,grocery,0,1,1,0
2213,36.34,16,grocery,0,0,1,0
2214,6583.45,20,electronics,0,0,3,0
2215,2594.16,22,atm,0,0,3,0
2216,726.97,12,online,0,0,3,0
2217,3536.8,22,grocery,0,0,1,0
2218,661.24,9,jewelry,0,0,0,0
2219,4123.26,15,online,1,1,0,1
2220,238.87,5,online,0,0,2,0
2221,2432.67,15,travel,0,0,5,0
2222,1556.1,10,travel,0,0,1,0
2223,203.03,19,grocery,0,0,2,0
2224,553.86,2,online,0,0,1,0
2225,24.96,8,travel,0,0,0,0
2226,1265.11,14,atm,0,0,0,0
2227,716.97,12,atm,0,0,1,0
2228,1824.39,9,atm,0,0,2,0
2229,705.47,19,atm,0,0,2,0
2230,713.12,23,online,0,0,0,0
2231,2718.86,12,atm,0,0,1,0
2232,98.68,16,online,0,0,0,0
2233,4663.92,6,grocery,1,0,1,0
2234,3824.66,5,grocery,0,1,3,0
2235,2204.06,12,atm,0,0,2,0
2236,1798.97,16,atm,0,0,0,0
2237,4456.86,14,atm,0,0,2,0
2238,409.94,3,grocery,0,0,0,0
2239,164.52,14,travel,0,0,2,0
2240,547.59,13,grocery,0,0,1,0
2241,3165.38,20,atm,1,0,2,0
2242,70.57,10,travel,0,0,3,0
2243,1748.41,23,travel,0,0,0,0
2244,10779.78,3,electronics,1,0,3,1
2245,3871.67,2,online,0,0,2,0
2246,1473.97,1,atm,0,0,3,0
2247,131.51,19,online,0,1,0,0
2248,3560.14,9,electronics,0,0,2,0
2249,1827.48,12,online,0,0,0,0
2250,244.18,19,atm,0,0,0,0
2251,197.12,20,electronics,0,0,1,0
2252,4807.62,22,online,0,0,0,0
2253,2212.48,17,grocery,0,0,1,0
2254,3535.54,20,travel,0,0,1,0
2255,4223.58,15,electronics,0,0,2,0
2256,1696.2,10,grocery,0,0,1,0
2257,1457.33,9,atm,0,0,3,0
2258,1125.74,8,travel,0,0,0,0
2259,762.36,11,electronics,0,0,1,0
2260,1140.43,18,travel,0,0,1,0
2261,2973.38,0,jewelry,0,0,0,0
2262,1842.22,17,jewelry,0,0,0,0
2263,4460.96,13,electronics,0,1,2,0
2264,1171.75,21,electronics,1,0,0,0
2265,1868.35,20,online,0,1,1,0
2266,1995.58,0,travel,0,0,5,0
2267,1791.49,16,jewelry,0,0,2,0
2268,2425.58,10,jewelry,0,0,1,0
2269,542.13,19,travel,1,0,2,0
2270,1436.37,14,jewelry,1,0,0,0
2271,220.13,3,grocery,0,0,3,0
2272,970.68,14,jewelry,0,0,0,0
2273,1337.56,21,jewelry,0,0,4,0
2274,2112.39,21,atm,0,0,1,0
2275,6012.82,13,grocery,0,0,0,0
2276,1835.84,21,online,0,0,1,0
2277,2721.99,0,electronics,0,0,2,0
2278,1411.52,8,jewelry,0,0,0,0
2279,2010.81,6,online,0,0,0,0
2280,147.15,22,online,0,1,1,0
2281,587.11,10,grocery,0,0,1,0
2282,898.37,22,electronics,0,1,0,0
2283,1279.19,1,atm,0,0,0,0
2284,93.45,1,online,0,1,1,0
2285,301.7,5,atm,0,0,2,0
2286,648.18,22,electronics,0,0,2,0
2287,7118.0,18,electronics,0,0,2,0
2288,804.98,19,grocery,0,0,0,0
2289,1315.72,13,travel,0,0,1,0
2290,436.56,2,jewelry,0,0,1,0
2291,1887.22,6,grocery,0,0,0,0
2292,658.91,6,atm,0,0,3,0
2293,463.85,3,grocery,0,1,0,0
2294,1453.71,22,electronics,0,0,2,0
2295,11.04,4,online,0,0,1,0
2296,15.39,16,jewelry,1,0,3,0
2297,494.54,3,jewelry,0,0,2,0
2298,74.83,22,travel,0,0,0,0
2299,228.64,12,electronics,0,0,0,0
2300,827.58,15,jewelry,0,0,2,0
2301,3244.9,15,jewelry,0,0,0,0
2302,1697.49,1,online,1,0,2,0
2303,1437.62,17,atm,0,0,0,0
2304,694.83,0,atm,0,0,1,0
2305,5369.26,17,atm,0,0,0,0
2306,1011.73,7,grocery,0,0,1,0
2307,182.24,10,atm,1,0,0,0
2308,1919.79,23,atm,0,0,1,0
2309,241.71,23,grocery,0,0,0,0
2310,846.92,14,online,0,0,0,0
2311,1416.16,15,electronics,1,0,1,0
2312,4146.48,16,jewelry,0,0,3,0
2313,1360.65,16,travel,0,0,0,0
2314,2423.06,11,jewelry,0,0,0,0
2315,9872.03,9,atm,0,0,0,0
2316,281.95,19,atm,0,1,0,0
2317,642.43,5,jewelry,0,0,0,0
2318,1003.65,7,jewelry,0,0,3,0
2319,1095.77,12,atm,0,0,1,0
2320,1058.73,1,grocery,0,1,0,0
2321,4763.49,18,grocery,0,0,0,0
2322,2503.76,21,grocery,0,0,1,0
2323,1872.5,9,travel,1,0,0,0
2324,740.31,3,electronics,0,0,0,0
2325,3472.16,11,atm,0,0,1,0
2326,6204.88,17,online,0,0,0,0
2327,3442.96,6,jewelry,0,0,1,0
2328,3.13,19,jewelry,0,0,1,0
2329,2023.41,23,atm,0,0,1,0
2330,104.98,23,atm,0,0,1,0
2331,595.75,22,atm,0,1,2,0
2332,122.74,3,jewelry,0,0,3,0
2333,1851.65,6,atm,0,0,2,0
2334,2320.49,9,jewelry,0,0,2,0
2335,243.18,14,electronics,0,1,1,0
2336,968.49,11,online,0,0,3,0
2337,1218.48,0,grocery,0,0,0,0
2338,921.07,19,online,0,1,0,0
2339,258.0,17,atm,0,0,0,0
2340,1085.83,15,online,0,0,0,0
2341,2782.04,4,atm,0,0,0,0
2342,147.31,18,online,0,1,0,0
2343,167.15,3,travel,0,0,2,0
2344,876.3,5,online,0,0,3,0
2345,5685.19,16,grocery,0,0,0,0
2346,2208.69,6,grocery,0,0,0,0
2347,2270.57,23,online,0,0,0,0
2348,898.58,22,jewelry,0,0,1,0
2349,1801.13,6,jewelry,0,0,1,0
2350,20.37,8,jewelry,0,0,1,0
2351,2021.73,12,online,0,0,2,0
2352,4890.3,19,jewelry,1,0,0,0
2353,1896.46,13,electronics,0,0,0,0
2354,4138.17,15,online,1,0,0,0
2355,2574.51,22,grocery,0,0,1,0
2356,256.94,8,jewelry,0,0,1,0
2357,4654.85,14,travel,0,0,0,0
2358,137.51,4,jewelry,0,0,1,0
2359,1527.0,17,grocery,0,0,0,0
2360,306.62,20,electronics,0,0,2,0
2361,23.55,19,online,0,0,0,0
2362,1096.48,7,jewelry,1,0,2,0
2363,699.23,14,travel,1,0,2,0
2364,1331.07,20,grocery,0,0,0,0
2365,1721.71,8,travel,1,0,1,0
2366,89.45,18,atm,0,0,0,0
2367,262.5,21,grocery,0,0,0,0
2368,1635.8,5,atm,0,0,0,0
2369,840.65,3,travel,0,0,0,0
2370,2612.55,10,online,1,0,2,0
2371,2112.78,9,online,0,0,0,0
2372,3736.47,2,online,1,1,2,1
2373,2358.51,0,atm,1,0,2,0
2374,1124.0,11,online,0,0,0,0
2375,2235.39,22,electronics,0,0,0,0
2376,644.22,14,grocery,0,0,3,0
2377,731.47,14,grocery,0,0,0,0
2378,3111.65,20,travel,0,0,1,0
2379,1182.7,13,jewelry,0,0,1,0
2380,3202.74,6,atm,0,0,0,0
2381,3456.69,16,grocery,1,0,3,0
2382,3897.7,23,atm,0,0,3,0
2383,4969.06,18,travel,0,0,1,0
2384,1127.7,6,online,0,0,0,0
2385,767.99,2,jewelry,0,0,2,0
2386,1745.5,2,travel,0,0,0,0
2387,927.8,17,electronics,0,0,1,0
2388,1837.96,19,online,0,0,0,0
2389,2445.54,21,online,0,0,1,0
2390,2332.1,13,online,0,0,0,0
2391,938.58,2,travel,0,0,1,0
2392,365.11,6,electronics,0,0,0,0
2393,1126.1,6,jewelry,0,0,2,0
2394,307.69,4,atm,0,0,0,0
2395,4416.31,2,travel,0,0,1,0
2396,848.92,17,grocery,1,0,1,0
2397,335.56,14,grocery,0,0,3,0
2398,51.55,19,travel,0,0,1,0
2399,2075.91,13,atm,0,0,2,0
2400,2026.17,3,grocery,0,0,1,0
2401,832.86,23,atm,0,0,0,0
2402,148.83,7,online,0,0,1,0
2403,1054.01,20,travel,0,0,1,0
2404,745.66,12,online,0,0,2,0
2405,2260.95,21,grocery,0,0,0,0
2406,1861.69,7,atm,0,0,0,0
2407,906.98,14,online,1,0,2,0
2408,491.53,16,grocery,0,0,0,0
2409,8851.7,4,electronics,1,0,2,1
2410,1210.28,19,online,0,0,4,0
2411,2331.26,3,electronics,0,0,1,0
2412,302.93,10,electronics,0,0,0,0
2413,1329.47,17,jewelry,0,0,1,0
2414,55.85,9,grocery,0,0,2,0
2415,1408.23,16,travel,0,0,0,0
2416,6649.44,14,atm,0,1,0,0
2417,969.69,5,grocery,0,0,0,0
2418,79.55,22,jewelry,0,0,1,0
2419,62.89,20,jewelry,0,0,1,0
2420,982.0,15,online,0,0,1,0
2421,348.77,14,atm,0,0,1,0
2422,47.26,7,jewelry,0,0,0,0
2423,2822.93,8,travel,0,0,2,0
2424,1226.91,10,grocery,0,0,0,0
2425,682.85,1,travel,0,1,2,0
2426,4606.83,12,online,0,0,0,0
2427,246.91,3,grocery,0,0,0,0
2428,6243.45,8,online,0,0,0,0
2429,753.66,4,atm,0,0,0,0
2430,4385.73,18,atm,0,0,0,0
2431,1847.35,21,travel,0,0,1,0
2432,3505.55,2,travel,1,0,0,0
2433,8271.98,20,atm,0,0,1,0
2434,680.49,2,electronics,0,0,0,0
2435,6495.35,5,atm,0,1,1,0
2436,986.89,9,grocery,0,0,1,0
2437,973.93,4,online,0,0,1,0
2438,832.2,2,atm,0,0,1,0
2439,1559.19,21,atm,0,0,0,0
2440,334.81,23,jewelry,1,0,0,1
2441,1613.58,6,online,0,0,0,0
2442,1560.48,21,jewelry,0,0,1,0
2443,2870.14,17,online,0,0,1,0
2444,3587.32,22,grocery,0,0,1,0
2445,1161.21,7,online,0,0,0,0
2446,720.03,0,travel,0,0,1,0
2447,600.41,3,atm,0,0,1,0
2448,432.89,23,online,0,0,0,0
2449,118.75,6,grocery,0,0,0,0
2450,838.46,13,online,0,0,1,0
2451,630.1,12,atm,0,0,0,0
2452,6787.49,9,electronics,0,0,0,0
2453,1631.57,22,online,0,0,0,0
2454,853.2,17,travel,0,0,0,0
2455,1737.23,0,atm,0,0,1,0
2456,299.78,3,grocery,1,0,1,0
2457,1174.13,15,atm,0,0,0,0
2458,1968.25,15,jewelry,1,0,3,0
2459,1342.37,17,electronics,0,1,0,0
2460,1027.59,7,grocery,0,0,0,0
2461,10182.08,9,electronics,0,0,1,0
2462,4245.78,15,electronics,0,0,3,0
2463,1953.17,22,travel,0,0,1,0
2464,1685.05,23,online,0,0,1,0
2465,1938.65,10,travel,1,0,1,0
2466,449.57,5,travel,0,0,2,0
2467,1005.51,0,jewelry,1,0,0,0
2468,80.52,11,travel,0,0,1,0
2469,1290.8,5,grocery,1,0,2,0
2470,1566.25,12,online,0,0,1,0
2471,516.89,16,online,0,0,0,0
2472,6650.08,0,grocery,0,0,1,0
2473,4803.81,7,travel,1,0,1,0
2474,2561.3,21,travel,0,0,1,0
2475,1524.51,7,electronics,0,0,0,0
2476,4079.97,23,electronics,0,0,4,0
2477,280.02,10,jewelry,0,0,0,0
2478,3126.16,13,atm,0,0,0,0
2479,266.65,23,electronics,0,0,0,0
2480,3161.8,9,online,0,0,0,0
2481,645.29,14,grocery,0,0,1,0
2482,4192.62,6,travel,0,1,0,0
2483,5766.31,6,atm,0,0,1,0
2484,322.21,9,electronics,1,0,0,0
2485,1242.31,3,atm,0,0,0,0
2486,7925.3,17,grocery,0,0,1,0
2487,1321.0,9,grocery,0,0,2,0
2488,3983.56,18,atm,1,1,0,1
2489,1777.02,13,atm,0,0,2,0
2490,941.06,12,jewelry,0,0,0,0
2491,673.14,14,atm,1,1,1,1
2492,454.36,15,travel,0,0,2,0
2493,2869.27,1,online,0,0,1,0
2494,977.28,3,electronics,0,0,2,0
2495,1431.91,20,electronics,0,0,0,0
2496,1355.83,17,electronics,0,0,0,0
2497,1722.09,16,atm,0,0,2,0
2498,4013.53,9,atm,0,0,2,0
2499,7899.38,20,jewelry,0,1,1,0
2500,1047.09,8,atm,1,0,0,0
2501,3514.94,14,jewelry,0,0,2,0
2502,2892.32,11,jewelry,0,0,1,0
2503,1704.42,20,travel,0,0,1,0
2504,6249.28,8,travel,0,0,2,0
2505,447.47,13,travel,0,0,0,0
2506,231.41,12,travel,0,0,1,0
2507,3847.78,5,grocery,1,0,0,0
2508,1156.6,18,travel,0,0,2,0
2509,3754.23,3,travel,0,0,1,0
2510,4471.54,19,travel,0,0,1,0
2511,128.99,16,jewelry,0,0,0,0
2512,4299.12,18,electronics,0,0,0,0
2513,1189.57,2,electronics,0,0,1,0
2514,1428.47,13,electronics,0,1,0,0
2515,1970.17,16,online,0,0,1,0
2516,5217.75,12,grocery,0,0,0,0
2517,38.6,8,jewelry,0,0,1,0
2518,1295.75,0,atm,0,0,1,0
2519,2327.72,16,jewelry,0,0,1,0
2520,2565.36,15,travel,0,0,1,0
2521,2358.77,17,electronics,0,0,1,0
2522,288.75,1,jewelry,0,0,1,0
2523,711.62,13,grocery,1,0,2,0
2524,888.56,21,travel,0,0,0,0
2525,3263.75,22,online,0,0,2,0
2526,653.57,16,atm,1,0,0,0
2527,473.23,2,travel,0,0,0,0
2528,6314.06,1,atm,1,0,1,0
2529,17.81,7,jewelry,0,0,2,0
2530,12257.65,1,travel,0,0,1,0
2531,2259.1,1,online,1,0,0,0
2532,3525.99,8,jewelry,0,0,0,0
2533,698.04,19,grocery,0,0,0,0
2534,28.84,20,atm,0,0,1,0
2535,2677.83,5,atm,0,0,2,0
